00728754,0,0,0
01988763,0,0,0
03552239,0,0,0
04820819,0,0,0
05104308,4,0,0
05162783,0,0,0
05412874,0,0,0
05513373,0,0,0
07617971,2,1,0
07643464,0,0,0
09405278,0,0,0
09436286,0,0,0
11333526,0,0,0
12254062,0,0,0
12344901,0,0,0
12447266,1,1,0
12602554,0,0,0
12646954,0,0,0
12690424,1,0,0
12882393,0,0,0
12893201,0,0,0
13057413,0,0,0
13119810,0,0,0
14493841,0,0,0
15465603,0,0,0
15854384,0,0,0
15881903,1,1,0
16012621,3,1,0
16142526,0,10,0
16185101,0,0,0
16209841,0,0,0
16554744,0,0,0
16659079,18,19,0
16681426,0,36,0
16685112,0,0,0
18455853,0,0,0
20936724,4,0,0
22077002,0,0,0
22126904,0,0,0
22179275,0,0,0
22193467,0,0,0
22300966,0,0,0
22350846,0,0,0
22395392,0,0,0
22400753,0,0,0
22476036,0,0,0
22497763,0,0,0
22514138,0,0,0
22558389,0,0,0
22568133,0,0,0
22677688,0,0,0
22678933,0,0,0
22695905,0,0,0
22701929,0,0,0
22702912,0,0,0
22780634,0,0,0
22782112,0,0,0
22807676,0,0,0
22807893,12,0,0
22809935,0,0,0
22874409,0,0,0
22906697,0,0,0
22917012,0,0,3
22945729,0,0,0
23003211,0,8,0
23007589,0,0,0
23016118,0,18,0
23160529,0,0,0
23164594,0,0,0
23205151,0,0,0
23238596,0,0,0
23247363,0,0,0
23252983,0,0,0
23292583,0,0,0
23294864,0,0,0
23563092,0,0,0
23698887,3,31,0
23752827,0,0,0
23775321,0,0,0
23782929,0,0,0
23795641,1,4,0
23814555,10,0,0
23859905,0,0,0
23943039,0,0,0
23954817,0,0,0
23992158,4,7,1
23994206,0,0,0
24421852,0,0,0
25032417,0,0,0
26744688,0,0,0
27449087,0,0,0
27450204,0,0,0
27573803,0,0,0
27577907,0,0,0
27652399,0,0,0
27654729,0,0,0
27665205,0,0,0
27849788,0,0,0
28012175,0,0,0
28039250,0,6,0
28402096,7,0,1
28468435,0,0,0
28589178,0,0,0
28644453,0,0,0
28744170,0,0,0
28848267,0,0,0
28931455,0,0,0
29070200,0,0,0
29134751,0,0,0
29155777,0,0,0
29179834,0,0,0
31105090,1,0,0
31467678,0,0,0
33028296,0,0,0
33653059,0,0,0
33694306,0,0,0
33731920,0,0,0
33754198,0,0,0
33777713,4,0,0
33841932,0,0,0
33842741,3,0,0
33844868,0,0,0
34075802,0,0,0
34079336,0,1,0
34151076,0,0,0
34172451,0,0,0
34182900,0,0,0
34241794,0,0,0
34282056,18,0,0
34298022,0,0,0
34326998,0,0,0
34375596,0,0,42
34434722,3,0,0
34444616,0,0,0
34499858,0,0,0
34518882,0,0,0
34528474,0,0,0
34544609,0,0,0
34570042,0,0,0
34572421,0,0,0
34583089,5,3,0
34672266,0,0,0
34720507,0,0,0
35268926,15,46,0
35426122,0,0,0
35875078,0,0,0
35934463,0,0,0
35991891,0,0,0
36011446,0,0,0
36013394,0,0,0
36018200,0,0,0
36104922,0,0,0
36121295,0,0,0
36135663,0,0,0
36156293,0,0,0
36160389,0,0,0
36164391,0,0,0
36183952,0,0,0
36190932,1,0,0
36204231,0,0,0
36228016,0,0,0
36270822,1,1,0
36287909,0,0,0
36313441,0,0,0
36354147,0,0,0
53193857,1,2,0
53201580,0,0,0
53420092,0,0,0
53425929,0,0,0
53451257,0,0,0
53710682,0,0,0
54017540,0,0,0
54057676,0,0,0
54274765,3,1,0
54689336,0,0,0
70439932,0,0,0
70489361,21,0,1
70604947,0,0,0
70697494,0,0,0
70714509,0,0,0
70729242,0,0,0
80158994,0,0,0
80253982,0,0,0
80409351,0,0,0
80476111,0,0,0
80600131,0,0,0
84205718,0,0,0
84234002,7,5,0
84300369,0,0,0
84359298,0,0,0
84413244,0,9,0
84428393,2,6,0
84514030,0,0,0
84518556,0,0,0
84602272,0,0,0
84785552,0,0,0
84801413,0,0,0
84886664,0,0,0
86078630,0,0,0
86114381,0,0,0
86219012,0,0,0
86285357,5,2,0
86298959,0,0,0
86538536,0,0,0
86601811,0,0,0
86642756,0,0,0
86763006,0,0,0
86934374,0,0,0
86989172,0,0,0
89465446,0,0,0
89483578,8,6,0
89522122,0,1,0
89540389,0,0,0
89685440,0,0,0
89866596,0,0,0
89881999,82,0,0
96873468,31,1,0
96982162,0,0,0
97039023,0,0,0
97212331,0,0,0
97239985,0,0,0
97349890,0,0,0
97468348,0,0,0
99438026,0,0,0
